Malawi,MWI,-0.29,0.31,4.00,42.93,22.83,62.50,-0.11,0.33,4.00,48.91,25.00,64.67,-0.16,0.31,4.00,47.28,25.00,64.67,-0.53,0.23,5.00,34.59,18.92,48.65,-0.49,0.19,6.00,35.14,21.08,48.65,-0.62,0.17,8.00,27.36,18.91,43.28,-0.51,0.15,9.00,34.31,23.53,46.57,-0.58,0.16,9.00,29.41,20.59,43.14,-0.51,0.16,8.00,32.04,22.33,48.06,-0.54,0.16,9.00,32.04,21.36,46.12,-0.49,0.16,9.00,33.97,24.88,45.45,-0.64,0.16,9.00,27.75,19.14,38.76,-0.75,0.16,9.00,24.64,16.11,33.18,-0.71,0.17,10.00,26.54,17.06,36.49,-0.68,0.17,10.00,27.01,17.54,37.44,-0.82,0.17,10.00,25.48,11.54,32.21,-0.87,0.16,10.00,20.95,11.90,30.00,-0.88,0.16,10.00,19.05,10.48,28.10,-0.79,0.17,10.00,22.86,11.90,31.90,-0.72,0.16,10.00,25.24,13.33,34.29,-0.75,0.16,10.00,23.33,11.90,33.33,-0.79,0.17,10.00,22.86,11.43,32.86,-0.80,0.16,10.00,22.38,12.86,33.33,-0.74,0.17,10.00,22.17,15.57,35.38
Malaysia,MYS,0.78,0.28,6.00,73.37,64.13,85.33,0.70,0.27,6.00,71.20,61.41,85.33,0.53,0.23,6.00,67.39,58.15,77.72,0.52,0.21,7.00,67.03,60.00,72.97,0.59,0.18,7.00,66.49,61.62,73.51,0.46,0.19,8.00,65.67,58.71,74.13,0.63,0.16,8.00,68.63,61.27,75.98,0.54,0.19,9.00,66.18,57.35,73.53,0.50,0.20,9.00,66.50,57.77,74.27,0.29,0.19,9.00,60.19,53.40,67.48,0.27,0.19,9.00,60.29,52.15,68.90,0.61,0.19,9.00,70.81,60.77,77.51,0.55,0.18,10.00,68.72,59.24,75.83,0.48,0.19,10.00,67.77,56.40,74.41,0.57,0.19,10.00,68.25,61.14,76.78,0.80,0.21,9.00,76.44,66.83,83.17,0.70,0.19,10.00,72.86,65.24,80.00,0.66,0.20,10.00,71.90,65.71,80.95,0.67,0.19,10.00,74.29,66.19,80.00,0.58,0.20,9.00,71.43,62.38,79.05,0.55,0.20,9.00,71.43,60.95,75.71,0.67,0.21,8.00,72.86,61.90,81.43,0.71,0.21,8.00,72.38,64.29,82.86,0.64,0.21,8.00,72.64,61.32,81.13
Namibia,NAM,0.36,0.31,4.00,64.67,49.46,76.09,0.47,0.33,4.00,65.22,49.46,82.07,0.32,0.31,4.00,64.13,42.39,77.72,0.58,0.22,6.00,68.65,60.54,78.92,0.22,0.19,6.00,61.62,52.97,65.95,0.23,0.20,7.00,61.69,51.24,67.66,0.14,0.17,7.00,56.86,50.98,62.25,0.17,0.20,7.00,55.88,50.00,65.20,0.05,0.21,7.00,55.34,44.17,63.11,0.38,0.22,6.00,62.62,53.40,73.30,0.24,0.19,8.00,59.33,51.67,68.42,0.21,0.19,8.00,57.42,50.72,66.99,0.09,0.19,8.00,55.92,45.50,63.98,0.16,0.23,7.00,56.40,45.97,68.25,0.16,0.22,7.00,56.87,45.02,67.30,0.08,0.23,7.00,54.33,41.83,66.83,0.04,0.22,8.00,53.33,43.81,65.71,-0.01,0.22,8.00,53.33,39.52,65.71,-0.12,0.22,8.00,48.57,33.33,62.86,0.00,0.21,8.00,53.33,38.57,64.29,0.00,0.21,8.00,54.29,39.52,63.81,0.01,0.23,7.00,52.86,38.57,63.81,-0.02,0.22,7.00,51.43,39.05,63.33,-0.02,0.23,7.00,52.36,38.21,63.21
Niger,NER,-0.98,0.35,3.00,16.85,4.89,33.70,-0.74,0.38,3.00,22.83,8.70,48.37,-0.77,0.36,3.00,21.20,9.24,42.39,-0.77,0.26,4.00,22.16,12.43,40.54,-0.73,0.21,4.00,23.78,15.14,41.62,-0.68,0.19,6.00,24.88,16.92,41.29,-0.41,0.16,7.00,40.20,25.00,50.49,-0.55,0.17,8.00,30.39,21.57,45.59,-0.56,0.17,8.00,30.58,20.87,45.63,-0.46,0.16,8.00,36.41,23.30,49.51,-0.53,0.16,9.00,33.01,23.44,44.98,-0.56,0.15,9.00,32.06,22.49,41.15,-0.57,0.16,9.00,31.75,22.27,41.23,-0.61,0.18,9.00,29.86,21.33,41.23,-0.58,0.18,9.00,30.81,21.80,43.13,-0.74,0.18,9.00,25.96,14.90,34.62,-0.78,0.17,9.00,25.24,12.86,34.29,-0.72,0.17,9.00,25.71,12.86,36.19,-0.73,0.17,9.00,26.19,13.33,33.81,-0.68,0.17,9.00,26.19,13.81,36.19,-0.72,0.17,9.00,25.24,12.86,34.76,-0.80,0.18,8.00,21.90,10.95,32.86,-0.76,0.16,9.00,24.29,12.86,34.29,-0.72,0.17,9.00,23.11,15.57,35.85
Nigeria,NGA,-0.97,0.31,4.00,17.39,5.98,30.43,-0.92,0.33,4.00,17.39,7.61,34.78,-0.88,0.26,5.00,17.93,10.33,31.52,-1.18,0.22,6.00,12.97,4.86,21.08,-1.23,0.19,6.00,10.27,3.24,18.92,-1.29,0.17,8.00,8.46,4.98,16.92,-0.79,0.15,9.00,23.04,16.18,30.88,-0.95,0.16,10.00,18.14,9.80,24.02,-0.89,0.16,10.00,19.42,11.65,25.73,-0.82,0.16,10.00,21.36,16.50,30.58,-0.76,0.15,10.00,24.88,15.31,33.01,-0.74,0.15,10.00,25.84,18.18,33.01,-0.70,0.15,11.00,27.01,19.91,34.60,-0.72,0.17,11.00,25.59,17.06,35.55,-0.68,0.17,11.00,26.54,17.54,37.44,-0.84,0.17,11.00,23.08,11.54,31.73,-0.89,0.16,11.00,20.00,10.95,29.52,-0.94,0.16,11.00,17.14,9.52,26.67,-0.92,0.16,11.00,16.19,10.48,28.10,-0.88,0.18,10.00,16.67,9.52,29.52,-0.94,0.18,10.00,14.76,9.05,28.10,-1.02,0.20,9.00,13.33,8.10,25.71,-0.94,0.19,9.00,15.71,9.05,30.00,-1.16,0.20,9.00,12.26,5.19,20.28
Nicaragua,NIC,-0.44,0.29,5.00,30.98,17.93,55.98,-0.24,0.33,4.00,41.85,22.28,61.96,-0.34,0.26,5.00,35.33,21.20,57.61,-0.49,0.22,6.00,36.76,21.08,50.27,-0.47,0.19,6.00,37.30,21.08,50.27,-0.35,0.20,7.00,43.28,25.37,52.74,-0.45,0.16,8.00,38.24,24.51,50.49,-0.43,0.19,8.00,37.75,22.55,50.98,-0.45,0.19,8.00,35.44,22.33,50.00,-0.42,0.18,8.00,38.35,24.27,51.46,-0.44,0.17,9.00,35.89,25.36,48.80,-0.30,0.17,9.00,42.11,31.10,52.15,-0.35,0.17,9.00,39.34,28.91,51.66,-0.31,0.18,10.00,41.71,29.86,52.61,-0.31,0.18,10.00,42.65,29.86,53.08,-0.41,0.19,10.00,37.02,26.44,49.52,-0.42,0.18,10.00,38.57,27.14,48.10,-0.53,0.19,9.00,31.90,20.48,44.76,-0.70,0.18,10.00,27.14,13.81,36.19,-0.73,0.18,10.00,24.76,11.90,35.71,-0.71,0.19,9.00,26.19,11.90,36.67,-0.68,0.20,8.00,27.62,13.33,38.57,-0.85,0.21,8.00,19.52,9.52,34.29,-0.91,0.22,7.00,18.40,8.96,31.13
Niue,NIU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.94,0.53,1.00,19.14,2.39,51.67,-0.98,0.49,1.00,18.66,2.39,46.89,-0.94,0.52,1.00,20.38,2.37,51.18,-0.91,0.56,1.00,21.33,2.37,52.61,-0.92,0.56,1.00,21.33,1.90,53.08,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.13,0.61,1.00,55.66,20.28,83.49
Netherlands,NLD,1.84,0.28,6.00,98.37,90.22,100.00,1.86,0.27,6.00,98.37,91.85,100.00,2.03,0.23,6.00,99.46,94.02,100.00,1.82,0.23,6.00,98.92,90.81,100.00,1.72,0.20,6.00,97.30,88.65,100.00,1.77,0.21,6.00,98.51,89.05,100.00,1.65,0.17,6.00,98.53,90.69,100.00,1.68,0.22,6.00,97.06,88.24,100.00,1.80,0.23,6.00,97.57,90.78,100.00,1.78,0.24,6.00,97.09,88.83,100.00,1.70,0.22,7.00,97.13,87.56,100.00,1.73,0.24,7.00,97.13,86.60,100.00,1.80,0.22,8.00,97.16,91.47,100.00,1.75,0.23,8.00,96.21,90.05,100.00,1.76,0.22,8.00,95.73,90.05,100.00,1.76,0.23,8.00,95.67,89.90,99.52,1.79,0.22,8.00,96.67,91.43,99.05,1.96,0.23,8.00,98.57,92.38,100.00,2.04,0.22,8.00,98.57,93.33,100.00,2.01,0.22,8.00,99.05,93.81,100.00,1.85,0.22,8.00,98.10,91.43,100.00,1.75,0.23,7.00,96.67,89.52,99.52,1.74,0.23,7.00,96.19,89.52,99.52,1.71,0.23,7.00,96.70,88.21,99.53
Norway,NOR,1.53,0.28,6.00,93.48,82.07,98.91,1.41,0.27,6.00,91.85,78.80,97.83,1.11,0.23,6.00,84.78,73.37,92.93,1.22,0.23,6.00,84.86,72.43,94.59,1.31,0.20,6.00,88.11,77.30,94.59,1.44,0.21,6.00,90.05,81.09,99.50,1.48,0.17,6.00,91.18,83.82,99.51,1.22,0.21,7.00,85.78,75.98,93.63,1.33,0.22,7.00,87.86,79.13,96.12,1.37,0.23,7.00,88.83,79.13,96.12,1.46,0.22,7.00,92.82,82.30,99.52,1.51,0.24,7.00,92.82,82.30,100.00,1.60,0.22,8.00,93.84,86.73,99.53,1.54,0.23,8.00,92.89,85.31,99.05,1.66,0.22,8.00,94.79,88.15,100.00,1.64,0.23,8.00,92.79,88.46,99.04,1.59,0.22,8.00,92.38,84.76,99.05,1.69,0.23,8.00,92.86,87.62,99.05,1.81,0.22,8.00,96.19,90.95,100.00,1.78,0.22,8.00,96.67,90.48,99.52,1.80,0.22,7.00,97.14,90.48,100.00,1.69,0.24,6.00,95.71,87.14,99.52,1.63,0.23,6.00,95.24,85.71,99.52,1.52,0.24,6.00,91.98,83.49,99.53
Nepal,NPL,-0.40,0.36,2.00,35.87,16.30,61.96,-0.45,0.39,2.00,30.98,14.67,59.24,-0.66,0.37,2.00,25.54,10.33,51.09,-0.59,0.28,3.00,30.81,14.05,50.27,-0.41,0.23,3.00,38.92,21.08,55.14,-0.52,0.22,5.00,31.34,19.40,48.26,-0.53,0.17,7.00,31.86,22.55,48.04,-0.52,0.21,7.00,32.35,20.10,50.00,-0.58,0.21,7.00,28.64,18.45,49.03,-0.65,0.19,7.00,28.16,17.96,44.66,-0.72,0.17,9.00,25.36,16.75,34.93,-0.76,0.16,9.00,23.92,16.27,33.01,-0.73,0.16,9.00,25.59,17.06,34.12,-0.81,0.17,10.00,23.70,12.80,32.70,-0.86,0.17,10.00,22.27,11.85,30.81,-0.85,0.19,10.00,22.12,9.62,32.21,-0.83,0.19,10.00,23.81,11.90,33.81,-0.79,0.19,10.00,22.86,11.43,34.29,-0.74,0.19,10.00,25.24,11.90,34.76,-0.78,0.19,10.00,23.33,11.43,34.29,-0.74,0.19,10.00,24.29,11.90,36.19,-0.74,0.21,9.00,25.71,10.95,37.14,-0.64,0.20,9.00,28.57,14.29,41.43,-0.65,0.20,9.00,27.83,16.04,40.57
Nauru,NRU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.70,0.67,1.00,24.27,2.43,64.08,-0.87,0.50,1.00,19.90,2.43,52.91,-1.01,0.45,1.00,16.27,2.39,44.50,-1.05,0.44,1.00,15.79,2.39,40.19,-1.08,0.43,1.00,13.27,2.37,38.39,-1.19,0.45,1.00,10.90,1.42,34.60,-1.38,0.48,1.00,7.11,0.95,29.86,-1.24,0.74,1.00,8.65,0.00,50.48,-0.83,0.43,2.00,23.33,4.29,48.10,-0.60,0.49,2.00,28.57,6.19,60.95,-0.81,0.46,2.00,22.38,4.76,50.00,-0.14,0.47,2.00,48.10,14.76,73.33,-0.14,0.47,2.00,47.62,16.19,73.33,-0.08,0.50,2.00,49.52,15.71,73.33,-0.07,0.46,2.00,50.00,21.43,71.90,0.02,0.40,2.00,53.30,28.30,72.64
New Zealand,NZL,1.89,0.28,6.00,98.91,90.22,100.00,1.96,0.27,6.00,98.91,94.02,100.00,1.67,0.23,6.00,94.57,89.13,99.46,1.56,0.23,6.00,94.05,83.78,100.00,1.65,0.20,6.00,95.68,88.11,100.00,1.75,0.21,6.00,97.51,88.56,100.00,1.63,0.17,6.00,97.06,89.22,100.00,1.70,0.21,7.00,97.55,91.18,100.00,1.72,0.22,7.00,96.60,88.35,100.00,1.80,0.23,7.00,98.06,91.75,100.00,1.82,0.22,7.00,99.52,92.34,100.00,1.81,0.24,7.00,98.56,90.91,100.00,1.96,0.22,8.00,100.00,93.84,100.00,1.84,0.23,8.00,98.58,91.00,100.00,1.82,0.22,8.00,98.10,91.00,100.00,1.94,0.23,8.00,99.04,91.83,100.00,1.91,0.22,8.00,99.05,91.90,100.00,2.03,0.23,8.00,99.05,92.38,100.00,2.08,0.22,8.00,99.05,94.29,100.00,2.00,0.22,8.00,98.57,93.81,100.00,1.87,0.22,8.00,99.05,91.43,100.00,1.87,0.23,7.00,99.52,92.38,100.00,1.80,0.23,7.00,98.10,90.00,99.52,1.87,0.23,7.00,99.06,91.51,100.00
Oman,OMN,0.09,0.31,4.00,58.70,33.70,69.57,-0.05,0.33,4.00,52.17,27.17,65.22,0.06,0.31,4.00,56.52,31.52,67.93,0.68,0.25,5.00,69.73,61.62,82.70,0.67,0.22,4.00,69.19,62.16,78.92,0.65,0.23,4.00,70.15,62.19,79.10,0.55,0.17,5.00,65.69,59.80,72.55,0.60,0.21,5.00,67.65,57.84,77.94,0.61,0.22,6.00,68.93,58.74,79.13,0.70,0.22,6.00,71.36,61.65,81.55,0.53,0.20,7.00,68.42,57.89,75.12,0.44,0.20,7.00,65.07,54.55,75.12,0.32,0.20,7.00,61.61,52.61,73.46,0.47,0.23,7.00,66.82,54.50,75.36,0.47,0.22,7.00,67.30,54.98,75.36,0.69,0.23,7.00,72.60,63.46,81.25,0.56,0.22,7.00,69.52,60.00,78.57,0.60,0.23,7.00,70.95,62.38,80.95,0.41,0.23,6.00,67.62,55.71,75.71,0.16,0.23,6.00,61.43,45.24,70.48,0.28,0.22,7.00,62.86,49.52,73.33,0.44,0.24,6.00,65.24,54.76,75.71,0.32,0.25,5.00,62.86,49.52,72.38,0.43,0.25,5.00,65.57,53.30,75.94
Pakistan,PAK,-0.51,0.31,4.00,28.80,15.22,53.80,-0.65,0.33,4.00,25.54,13.04,49.46,-0.77,0.31,4.00,21.74,10.33,39.67,-0.88,0.23,5.00,21.08,9.73,36.22,-0.83,0.19,6.00,21.08,13.51,34.59,-1.05,0.20,7.00,15.42,6.97,22.39,-0.64,0.16,9.00,26.47,20.59,42.65,-0.48,0.19,10.00,34.80,21.57,50.00,-0.54,0.19,10.00,31.07,19.90,49.03,-0.60,0.17,10.00,29.61,19.42,44.66,-0.58,0.16,10.00,30.14,22.01,41.15,-0.61,0.16,10.00,29.67,19.62,39.71,-0.65,0.16,11.00,28.44,20.85,36.97,-0.72,0.17,11.00,26.07,17.06,35.55,-0.71,0.17,11.00,26.07,17.54,36.49,-0.69,0.19,11.00,27.88,16.35,37.98,-0.65,0.18,11.00,28.10,15.71,41.90,-0.66,0.19,11.00,27.14,15.24,40.00,-0.61,0.18,11.00,29.05,16.19,39.52,-0.67,0.18,11.00,27.62,13.81,38.10,-0.69,0.18,11.00,27.14,13.33,38.10,-0.76,0.20,10.00,24.29,10.95,36.67,-0.76,0.19,10.00,23.81,12.86,36.19,-0.89,0.19,10.00,20.28,10.38,29.72
Panama,PAN,0.65,0.31,4.00,70.11,59.78,83.70,0.82,0.33,4.00,73.91,61.41,90.76,0.61,0.26,5.00,69.57,58.70,81.52,0.52,0.25,5.00,66.49,57.30,76.22,0.34,0.19,6.00,63.24,56.22,68.11,0.26,0.20,7.00,62.19,52.74,68.16,0.16,0.17,7.00,57.35,51.47,62.75,0.31,0.20,7.00,60.29,53.92,70.10,0.40,0.21,7.00,63.59,55.34,72.33,0.71,0.21,7.00,71.84,62.14,81.07,0.40,0.19,8.00,63.16,54.55,73.21,0.47,0.19,8.00,66.03,55.50,75.12,0.53,0.19,8.00,68.25,57.35,75.83,0.47,0.20,9.00,67.30,55.92,74.88,0.45,0.20,9.00,65.88,55.45,73.93,0.48,0.22,8.00,67.79,55.29,76.44,0.45,0.21,8.00,67.14,56.19,75.24,0.47,0.21,8.00,66.67,57.62,75.71,0.43,0.21,8.00,68.10,58.10,75.71,0.39,0.21,8.00,64.76,57.62,75.24,0.38,0.20,8.00,64.29,57.62,73.81,0.32,0.22,7.00,61.90,50.00,72.86,0.18,0.22,7.00,59.05,46.19,70.48,0.13,0.23,7.00,55.19,43.40,67.92
Palau,PLW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.70,0.50,1.00,26.21,3.40,55.34,-0.83,0.45,1.00,22.97,4.31,51.20,-0.87,0.44,1.00,20.10,3.35,47.37,-0.90,0.43,1.00,21.33,3.32,46.45,-0.99,0.45,1.00,17.54,2.37,42.65,-0.99,0.48,1.00,17.06,1.90,45.02,-0.82,0.74,1.00,25.00,1.92,65.38,-0.08,0.43,2.00,50.48,25.24,71.43,0.13,0.49,2.00,59.52,26.67,79.52,-0.01,0.46,2.00,53.33,23.81,75.24,0.11,0.47,2.00,60.00,27.62,79.05,0.47,0.47,2.00,67.14,41.43,86.19,0.55,0.50,2.00,71.90,42.38,89.52,0.53,0.46,2.00,69.05,44.76,86.19,0.44,0.40,2.00,66.51,43.87,83.49
Peru,PER,0.49,0.29,5.00,65.76,54.89,77.17,0.57,0.30,5.00,69.02,54.89,84.78,0.33,0.26,5.00,64.67,51.09,76.09,-0.04,0.22,6.00,54.05,39.46,62.70,0.11,0.19,6.00,57.84,48.65,64.32,0.20,0.20,7.00,60.70,49.25,66.67,0.01,0.17,7.00,53.92,47.06,60.29,0.07,0.20,8.00,54.90,48.04,63.24,0.24,0.21,8.00,58.25,51.46,67.48,0.32,0.19,9.00,61.65,53.40,67.48,0.37,0.19,9.00,62.68,54.55,71.77,0.39,0.19,9.00,64.11,54.55,73.68,0.40,0.18,10.00,63.98,55.92,74.41,0.44,0.19,10.00,65.40,55.45,74.41,0.41,0.19,10.00,64.93,54.98,72.51,0.47,0.20,10.00,67.31,55.77,76.44,0.44,0.19,10.00,66.67,56.19,74.76,0.47,0.20,10.00,67.62,60.00,75.71,0.35,0.19,10.00,66.19,55.71,73.33,0.44,0.19,10.00,68.10,60.95,75.24,0.52,0.19,10.00,69.52,60.95,74.29,0.47,0.20,9.00,67.14,57.14,74.76,0.06,0.21,8.00,55.24,42.86,64.76,0.21,0.21,8.00,59.91,47.64,70.75
Philippines,PHL,0.02,0.28,6.00,54.89,32.07,65.22,0.24,0.27,6.00,61.41,42.93,70.65,0.02,0.23,6.00,55.98,34.78,65.22,-0.16,0.21,7.00,48.65,36.22,60.54,-0.11,0.18,7.00,52.97,39.46,58.92,-0.37,0.19,8.00,41.79,25.37,52.74,-0.22,0.16,8.00,49.02,36.27,54.41,-0.19,0.19,9.00,50.00,32.84,55.39,-0.13,0.20,9.00,50.97,35.44,57.77,-0.08,0.19,9.00,52.43,38.83,58.25,-0.11,0.19,9.00,50.24,35.89,57.42,-0.22,0.19,9.00,45.93,33.01,54.55,-0.16,0.18,10.00,48.82,34.60,55.92,0.04,0.19,10.00,54.03,42.65,63.03,0.02,0.19,10.00,53.55,42.65,62.56,0.08,0.20,10.00,54.81,45.67,65.38,0.05,0.19,10.00,53.81,43.81,65.24,0.11,0.20,10.00,57.62,45.24,66.19,0.13,0.19,10.00,59.52,44.29,69.05,0.03,0.19,10.00,56.19,41.43,63.81,0.10,0.19,10.00,60.00,44.76,65.24,0.11,0.20,9.00,57.14,43.33,65.24,0.06,0.19,9.00,54.76,43.33,64.29,0.06,0.20,9.00,53.77,42.45,63.68
Papua New Guinea,PNG,-0.43,0.31,4.00,33.15,17.39,58.15,-0.40,0.33,4.00,34.24,16.85,57.07,-0.33,0.31,4.00,35.87,19.02,58.70,-0.60,0.24,4.00,30.27,16.76,45.41,-0.64,0.20,4.00,25.95,18.38,44.86,-0.80,0.21,5.00,20.90,12.94,34.83,-0.99,0.17,7.00,17.65,9.80,24.51,-0.77,0.20,7.00,22.55,14.22,37.25,-0.61,0.20,7.00,27.18,18.45,47.09,-0.69,0.18,8.00,26.70,16.99,38.83,-0.58,0.17,8.00,30.62,22.01,43.06,-0.57,0.17,8.00,31.58,22.49,42.11,-0.53,0.17,8.00,33.18,23.22,42.65,-0.52,0.18,8.00,32.70,23.22,45.02,-0.52,0.19,8.00,33.18,23.22,45.02,-0.35,0.20,8.00,39.42,28.37,51.44,-0.57,0.20,8.00,31.43,19.52,44.29,-0.57,0.20,8.00,30.48,17.14,43.81,-0.67,0.20,8.00,28.10,14.29,39.52,-0.53,0.20,8.00,32.38,17.14,45.24,-0.54,0.20,8.00,31.90,16.67,44.76,-0.68,0.22,8.00,27.14,11.90,39.52,-0.83,0.21,8.00,21.43,10.48,34.76,-0.68,0.21,8.00,26.42,15.57,40.09
Poland,POL,0.72,0.27,7.00,72.28,62.50,83.70,0.62,0.25,7.00,70.65,59.78,83.70,0.70,0.22,8.00,72.83,64.67,82.07,0.65,0.20,9.00,69.19,62.70,78.92,0.69,0.17,9.00,71.35,64.32,77.30,0.76,0.18,9.00,73.13,65.67,79.10,0.81,0.16,9.00,72.55,65.69,79.41,0.70,0.18,10.00,71.57,63.73,79.41,0.77,0.19,10.00,73.79,65.53,82.52,0.84,0.19,10.00,74.76,66.02,84.47,0.98,0.18,10.00,78.95,72.25,85.65,1.02,0.18,10.00,81.34,74.64,86.60,0.96,0.17,11.00,78.67,73.46,86.26,1.00,0.18,11.00,79.15,73.46,87.20,1.05,0.18,11.00,80.57,73.93,89.57,1.06,0.19,11.00,81.25,75.00,89.90,0.95,0.19,11.00,79.52,71.43,85.24,0.91,0.19,10.00,79.52,70.48,84.76,0.80,0.20,9.00,76.19,70.48,81.90,0.87,0.20,9.00,78.57,70.48,85.71,1.01,0.20,9.00,80.48,73.81,89.05,0.85,0.21,8.00,76.19,68.57,85.24,0.83,0.21,8.00,75.71,67.62,84.29,0.72,0.21,8.00,74.53,63.68,82.08
Puerto Rico,PRI,1.27,0.39,1.00,88.04,69.57,98.91,1.25,0.44,1.00,89.13,66.85,98.91,1.22,0.42,1.00,87.50,67.39,98.91,1.18,0.37,1.00,83.78,68.11,97.84,1.17,0.28,1.00,84.32,71.89,94.05,0.86,0.32,1.00,77.61,63.68,88.56,1.11,0.21,1.00,82.84,71.08,90.69,1.10,0.31,1.00,82.84,67.16,94.61,1.00,0.34,2.00,80.58,65.05,92.72,1.02,0.35,2.00,80.10,65.05,93.69,0.89,0.31,3.00,75.60,62.68,89.47,0.86,0.33,3.00,76.08,60.77,89.95,0.85,0.33,3.00,76.30,60.66,91.00,0.91,0.33,3.00,77.25,63.51,91.00,0.85,0.32,3.00,76.78,62.09,89.57,0.89,0.34,3.00,79.33,63.94,90.38,0.97,0.32,3.00,80.00,66.67,91.90,0.94,0.36,2.00,80.00,65.71,91.90,0.86,0.33,3.00,78.57,64.76,90.00,0.94,0.37,2.00,80.00,63.81,91.43,0.72,0.36,2.00,74.29,60.48,88.10,0.78,0.38,2.00,74.76,57.62,90.95,0.83,0.38,2.00,75.24,60.00,90.48,0.85,0.36,2.00,76.42,60.38,91.51
"Korea, Dem. Rep.",PRK,-2.28,0.35,3.00,0.54,0.00,3.80,-2.13,0.38,3.00,1.09,0.00,6.52,-2.15,0.36,3.00,1.09,0.00,6.52,-1.88,0.26,4.00,1.62,0.00,5.95,-2.07,0.21,4.00,0.00,0.00,2.16,-2.27,0.20,6.00,1.00,0.00,1.49,-2.28,0.17,6.00,0.00,0.00,1.47,-2.28,0.21,6.00,0.49,0.00,1.96,-2.28,0.24,5.00,0.49,0.00,2.43,-2.19,0.23,5.00,0.97,0.00,2.43,-2.39,0.20,6.00,0.48,0.00,1.91,-2.45,0.21,6.00,0.00,0.00,1.44,-2.45,0.21,6.00,0.00,0.00,0.95,-2.53,0.22,6.00,0.00,0.00,0.95,-2.52,0.22,6.00,0.00,0.00,0.95,-2.19,0.24,5.00,0.00,0.00,2.40,-2.36,0.23,6.00,0.00,0.00,1.90,-2.35,0.23,6.00,0.00,0.00,2.38,-2.37,0.23,6.00,0.00,0.00,1.90,-2.38,0.22,6.00,0.48,0.00,2.38,-2.42,0.22,6.00,0.00,0.00,1.90,-2.37,0.24,6.00,0.00,0.00,2.38,-2.34,0.25,5.00,0.00,0.00,2.86,-2.39,0.25,5.00,0.00,0.00,2.36
Portugal,PRT,1.22,0.28,6.00,85.33,72.28,96.20,1.09,0.27,6.00,85.33,70.65,94.02,0.92,0.23,6.00,78.80,67.39,89.13,1.25,0.23,6.00,85.41,73.51,94.59,1.22,0.20,6.00,86.49,73.51,91.89,1.19,0.21,6.00,84.08,76.62,91.54,1.28,0.17,6.00,87.75,77.94,93.14,1.06,0.21,7.00,80.88,72.06,91.18,1.08,0.22,7.00,83.50,71.36,91.26,1.10,0.23,7.00,82.52,72.33,91.75,0.99,0.22,7.00,79.43,70.33,88.04,0.72,0.24,7.00,74.64,62.20,81.34,0.62,0.23,7.00,71.09,58.29,79.62,0.82,0.23,8.00,75.36,66.35,86.26,0.80,0.22,8.00,75.36,65.40,85.78,0.75,0.23,8.00,74.04,65.38,82.69,0.94,0.22,8.00,79.05,70.48,88.57,0.83,0.23,8.00,76.19,66.19,84.76,0.90,0.22,8.00,79.05,70.48,86.67,0.87,0.22,8.00,79.05,69.52,86.19,0.96,0.22,8.00,77.62,72.38,88.57,0.82,0.23,7.00,75.24,64.76,85.24,0.72,0.23,7.00,73.33,63.81,83.33,0.76,0.23,7.00,75.00,63.68,83.96
