Malawi,MWI,-0.46,0.37,4.00,31.91,14.89,52.13,-0.07,0.35,4.00,42.55,25.00,63.30,-0.33,0.34,4.00,34.39,19.58,55.56,0.01,0.32,4.00,47.09,29.10,65.61,0.04,0.29,5.00,42.71,30.15,63.32,0.12,0.29,6.00,49.03,32.52,65.05,0.11,0.28,6.00,49.51,35.92,64.08,0.12,0.27,6.00,49.28,33.82,63.77,0.08,0.27,5.00,45.41,32.85,61.84,-0.06,0.26,6.00,42.31,28.85,56.25,0.05,0.26,6.00,46.45,31.28,62.09,0.04,0.26,6.00,47.87,32.23,62.09,-0.07,0.25,6.00,42.65,30.33,58.29,0.00,0.23,7.00,44.55,35.55,58.29,-0.21,0.24,7.00,38.86,26.07,54.03,0.08,0.20,7.00,50.00,36.67,59.05,0.03,0.21,7.00,48.10,35.24,58.57,-0.12,0.21,7.00,41.90,28.10,54.29,-0.25,0.22,7.00,37.14,25.24,50.95,-0.43,0.22,7.00,30.66,19.34,44.34,-0.29,0.23,6.00,35.85,22.64,51.42,-0.12,0.23,6.00,43.87,26.42,55.66,-0.11,0.23,6.00,43.87,28.30,55.19,-0.15,0.23,6.00,41.51,25.47,51.89
Malaysia,MYS,0.57,0.37,4.00,66.49,46.81,89.36,-0.04,0.35,4.00,43.62,26.06,64.89,0.09,0.31,5.00,49.74,31.75,69.84,0.54,0.29,6.00,66.14,48.15,82.54,0.49,0.28,6.00,62.81,41.71,79.90,0.35,0.28,7.00,57.28,41.26,74.27,0.57,0.27,7.00,64.56,50.00,80.10,0.29,0.25,8.00,54.11,41.55,66.67,0.19,0.24,8.00,49.28,37.68,66.67,0.11,0.24,8.00,48.56,35.10,62.02,-0.04,0.24,8.00,42.65,30.81,55.92,0.14,0.24,8.00,51.18,36.02,64.45,0.08,0.24,9.00,49.29,36.02,62.09,-0.01,0.22,9.00,44.08,35.55,57.82,0.05,0.23,9.00,47.39,36.49,60.19,0.27,0.19,9.00,57.62,42.86,65.24,0.25,0.20,9.00,56.67,43.33,63.81,0.13,0.20,9.00,49.52,38.10,61.43,0.11,0.21,9.00,51.43,38.10,62.86,0.25,0.21,9.00,55.19,42.45,65.09,0.15,0.21,9.00,53.77,40.09,60.85,0.12,0.21,8.00,51.89,39.62,60.85,0.06,0.21,8.00,49.06,35.38,58.49,0.14,0.22,8.00,51.89,39.15,60.85
Namibia,NAM,0.85,0.37,4.00,74.47,54.79,99.47,0.51,0.35,4.00,64.36,42.55,82.98,-0.25,0.34,4.00,35.98,20.63,59.26,0.15,0.30,5.00,49.74,31.75,68.78,0.48,0.29,5.00,61.31,41.21,79.90,0.66,0.29,6.00,69.42,52.91,89.32,0.63,0.28,6.00,66.02,51.94,85.44,0.78,0.27,6.00,71.01,54.11,92.27,1.02,0.26,6.00,83.57,66.67,98.55,1.20,0.26,6.00,93.75,72.12,100.00,0.93,0.25,7.00,80.57,63.51,94.79,0.85,0.24,7.00,75.83,60.66,91.47,0.91,0.24,7.00,73.46,63.51,95.73,0.98,0.23,7.00,81.04,64.93,96.21,0.96,0.23,7.00,78.67,64.93,95.26,0.61,0.20,7.00,66.67,57.62,78.10,0.73,0.20,7.00,69.05,59.05,88.10,0.70,0.21,7.00,70.00,58.10,88.10,0.62,0.22,7.00,67.14,55.71,81.43,0.68,0.22,7.00,68.40,57.08,87.26,0.53,0.23,6.00,62.74,53.30,77.83,0.51,0.24,5.00,63.21,51.42,77.36,0.52,0.23,6.00,62.26,50.94,79.72,0.56,0.23,6.00,64.15,51.89,81.60
Niger,NER,0.03,0.42,3.00,48.40,23.40,70.74,-0.32,0.38,3.00,34.57,18.09,57.45,0.12,0.40,3.00,51.32,30.16,73.54,-0.13,0.39,3.00,42.86,22.75,65.61,0.04,0.33,3.00,43.22,29.15,65.33,-0.51,0.32,4.00,29.13,17.96,45.15,-0.49,0.31,4.00,31.55,18.45,47.57,-0.23,0.29,5.00,40.10,25.12,53.62,-0.46,0.27,5.00,29.47,18.36,41.55,-0.67,0.27,5.00,24.04,13.46,36.54,-1.15,0.25,6.00,14.69,8.06,21.33,-1.16,0.25,6.00,13.27,8.06,22.27,-0.88,0.25,6.00,19.91,11.85,30.81,-1.15,0.23,6.00,14.69,7.11,21.80,-1.32,0.24,6.00,9.48,6.16,18.01,-1.18,0.21,6.00,10.00,8.10,18.57,-1.06,0.21,6.00,13.33,9.05,21.90,-1.10,0.21,6.00,11.90,8.57,20.00,-1.26,0.22,6.00,10.00,8.10,16.67,-1.36,0.22,6.00,8.96,6.60,13.68,-1.40,0.23,6.00,9.43,5.19,13.68,-1.67,0.24,5.00,7.08,3.77,10.85,-1.54,0.23,6.00,8.49,5.19,11.32,-1.47,0.23,6.00,9.91,6.60,13.21
Nigeria,NGA,-1.06,0.37,4.00,15.96,6.38,31.91,-0.59,0.35,4.00,26.60,13.30,43.62,-1.46,0.34,4.00,9.52,1.59,19.58,-1.63,0.30,5.00,7.41,1.06,17.46,-1.64,0.29,5.00,6.03,2.51,15.58,-1.75,0.29,6.00,4.85,2.43,12.62,-1.67,0.28,6.00,6.31,1.46,13.59,-2.03,0.25,7.00,2.42,0.48,8.21,-2.01,0.24,7.00,3.86,0.97,7.73,-1.86,0.25,7.00,5.29,1.92,9.62,-1.99,0.25,7.00,4.27,1.42,7.58,-2.21,0.24,7.00,2.84,0.95,4.27,-1.96,0.24,8.00,3.32,1.90,5.21,-2.04,0.22,8.00,3.32,1.90,5.69,-2.09,0.23,8.00,3.79,1.42,6.16,-2.13,0.20,8.00,5.24,2.38,6.19,-1.92,0.20,8.00,6.19,2.38,7.62,-1.87,0.21,8.00,6.19,4.29,8.57,-2.00,0.21,8.00,4.76,2.38,8.10,-2.10,0.21,8.00,4.25,1.42,6.60,-1.93,0.23,7.00,4.72,2.83,8.02,-1.89,0.23,6.00,4.72,2.36,10.38,-1.79,0.23,6.00,6.13,3.77,9.43,-1.80,0.23,6.00,7.55,3.77,9.91
Nicaragua,NIC,-0.52,0.37,4.00,28.19,13.83,50.00,-0.49,0.35,4.00,30.32,15.96,47.87,-0.07,0.34,4.00,41.80,26.46,68.25,-0.09,0.30,5.00,44.97,26.98,60.32,-0.37,0.29,5.00,34.17,22.11,47.24,-0.34,0.29,6.00,34.47,21.36,49.03,-0.34,0.28,6.00,36.41,22.82,50.00,-0.27,0.27,6.00,36.71,25.12,51.21,-0.12,0.26,6.00,39.61,27.05,54.59,-0.22,0.26,6.00,37.50,24.04,52.40,-0.31,0.25,7.00,33.65,21.80,47.87,-0.50,0.24,7.00,27.96,18.96,41.71,-0.27,0.24,7.00,38.39,25.59,50.24,-0.35,0.22,8.00,36.97,23.22,45.50,-0.25,0.23,8.00,37.91,25.12,51.18,-0.04,0.20,8.00,43.33,30.48,57.62,-0.09,0.20,8.00,42.86,30.95,55.24,-0.10,0.21,7.00,43.81,30.00,54.76,-0.05,0.21,8.00,44.29,30.00,58.10,-0.95,0.21,8.00,14.62,10.38,25.00,-0.99,0.23,7.00,14.15,9.91,23.58,-0.59,0.23,6.00,25.47,15.09,40.57,-0.47,0.23,6.00,29.25,17.92,44.81,-0.35,0.23,6.00,33.49,19.34,47.64
Niue,NIU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.14,0.72,1.00,90.05,42.18,100.00,1.32,0.61,1.00,94.79,54.50,100.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.03,0.65,1.00,86.79,44.81,100.00,1.38,0.50,1.00,96.23,65.57,100.00,1.36,0.48,1.00,95.75,64.62,100.00,1.33,0.49,1.00,95.28,62.26,100.00,1.34,0.60,1.00,96.70,56.13,100.00
Netherlands,NLD,1.53,0.37,4.00,100.00,76.60,100.00,1.59,0.35,4.00,100.00,81.91,100.00,1.76,0.31,5.00,100.00,90.48,100.00,1.30,0.29,6.00,93.12,74.60,100.00,1.16,0.28,6.00,87.44,69.85,99.50,1.02,0.28,7.00,81.55,63.59,98.54,0.99,0.27,7.00,79.13,64.08,99.03,0.90,0.26,7.00,75.85,59.90,96.14,0.78,0.26,7.00,73.43,56.04,92.75,0.86,0.26,7.00,76.44,58.65,95.67,0.95,0.24,8.00,81.99,63.98,94.79,0.94,0.24,8.00,81.52,64.45,95.26,1.11,0.24,9.00,89.57,68.72,99.05,1.19,0.22,9.00,91.47,72.99,99.53,1.14,0.23,9.00,91.00,69.19,99.05,1.05,0.19,9.00,86.19,69.52,97.14,0.91,0.20,9.00,78.57,64.76,93.81,0.90,0.20,9.00,77.62,64.76,92.38,0.91,0.21,9.00,78.57,64.76,93.81,0.84,0.21,9.00,75.47,63.21,91.04,0.82,0.22,8.00,75.47,60.38,92.45,0.83,0.23,7.00,73.58,60.38,92.92,0.89,0.23,7.00,78.30,61.79,94.34,0.72,0.23,7.00,71.23,56.13,87.74
Norway,NOR,1.46,0.37,4.00,99.47,73.94,100.00,1.44,0.35,4.00,98.40,76.06,100.00,1.53,0.31,5.00,96.30,80.95,100.00,1.61,0.29,6.00,98.41,86.77,100.00,1.20,0.28,6.00,94.47,70.35,99.50,1.20,0.28,7.00,92.23,72.33,100.00,1.30,0.27,7.00,93.69,74.27,100.00,1.25,0.25,8.00,93.72,73.43,100.00,1.15,0.24,8.00,91.79,71.98,100.00,1.29,0.24,8.00,95.67,76.44,100.00,1.28,0.24,8.00,93.36,78.67,100.00,1.33,0.24,8.00,95.26,81.04,100.00,1.34,0.24,9.00,97.16,76.78,99.53,1.33,0.22,9.00,95.26,79.15,99.53,1.35,0.23,9.00,95.73,81.52,99.53,1.12,0.19,9.00,89.52,73.81,98.10,1.15,0.20,9.00,90.48,72.86,98.57,1.18,0.20,9.00,92.38,74.76,99.52,1.15,0.21,9.00,89.05,74.29,98.10,1.12,0.21,9.00,89.62,71.23,98.11,1.14,0.22,8.00,90.09,72.17,97.64,1.22,0.23,7.00,94.34,74.06,99.06,1.09,0.23,7.00,88.68,68.40,97.64,0.86,0.23,7.00,76.42,60.85,94.34
Nepal,NPL,-0.07,0.47,2.00,45.74,20.74,68.62,-0.73,0.44,2.00,21.81,10.11,44.15,-1.16,0.45,2.00,13.76,3.70,31.75,-1.72,0.44,2.00,5.29,0.00,19.05,-1.89,0.35,2.00,4.52,0.00,10.55,-2.15,0.30,4.00,2.91,0.49,5.34,-2.10,0.30,4.00,1.94,0.49,6.31,-1.89,0.32,4.00,4.35,0.48,11.59,-1.89,0.30,4.00,4.35,1.93,9.18,-1.83,0.30,4.00,6.73,1.92,10.58,-1.62,0.26,6.00,7.58,2.84,13.27,-1.58,0.25,6.00,7.58,3.79,12.32,-1.42,0.25,6.00,8.06,4.27,16.59,-1.38,0.23,7.00,8.53,5.21,17.54,-1.13,0.24,7.00,14.69,7.58,21.80,-0.72,0.20,7.00,21.43,12.38,30.00,-1.00,0.21,7.00,14.29,9.05,22.86,-0.85,0.21,7.00,17.14,10.95,27.14,-0.58,0.21,8.00,25.71,14.76,38.10,-0.54,0.21,8.00,26.89,15.57,39.15,-0.45,0.22,7.00,28.30,18.87,43.87,-0.18,0.22,6.00,41.51,25.94,52.83,-0.19,0.22,6.00,41.04,26.42,51.42,-0.25,0.23,6.00,37.74,23.11,51.42
Nauru,NRU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.17,0.56,1.00,91.96,52.76,100.00,1.13,0.59,1.00,89.32,51.94,100.00,1.07,0.62,1.00,84.95,47.57,100.00,1.04,0.64,1.00,84.54,45.41,100.00,1.09,0.65,1.00,89.37,43.00,100.00,1.01,0.66,1.00,83.65,41.35,100.00,1.39,0.56,2.00,96.68,61.61,100.00,1.45,0.48,2.00,98.58,67.30,100.00,1.06,0.61,1.00,84.36,48.82,100.00,1.03,0.64,1.00,85.31,43.13,100.00,1.05,0.60,1.00,85.78,48.82,100.00,0.60,0.51,1.00,66.19,36.67,98.10,1.09,0.28,2.00,88.57,65.71,99.52,1.11,0.29,2.00,90.00,65.71,99.52,0.93,0.31,2.00,79.05,62.38,97.62,0.94,0.27,3.00,80.66,63.21,97.17,0.79,0.29,3.00,73.58,58.02,93.40,0.78,0.29,3.00,72.64,56.60,94.34,0.79,0.29,3.00,72.17,55.66,94.34,0.88,0.28,3.00,78.30,58.96,96.23
New Zealand,NZL,1.34,0.37,4.00,94.68,71.28,100.00,1.32,0.35,4.00,93.62,72.87,100.00,1.36,0.31,5.00,93.65,76.19,100.00,1.32,0.29,6.00,94.18,75.66,100.00,1.19,0.28,6.00,93.47,70.35,99.50,1.50,0.28,7.00,99.03,83.01,100.00,1.25,0.27,7.00,91.75,70.39,100.00,1.25,0.25,8.00,94.20,73.43,100.00,1.24,0.24,8.00,94.69,77.29,100.00,1.16,0.24,8.00,91.83,71.63,100.00,1.07,0.24,8.00,86.73,69.67,99.05,1.24,0.24,8.00,91.47,75.36,99.53,1.38,0.24,9.00,97.63,81.04,99.53,1.36,0.22,9.00,96.68,82.94,99.53,1.45,0.23,9.00,98.58,87.20,99.53,1.47,0.19,9.00,99.52,90.48,99.52,1.51,0.20,9.00,99.05,91.90,99.52,1.50,0.20,9.00,99.52,91.43,99.52,1.56,0.20,10.00,98.57,92.86,99.52,1.51,0.20,10.00,99.06,91.04,99.53,1.42,0.21,9.00,97.17,87.74,99.53,1.47,0.21,8.00,98.11,88.68,99.53,1.40,0.21,8.00,96.70,87.26,99.53,1.31,0.22,8.00,96.23,83.49,100.00
Oman,OMN,0.87,0.37,4.00,75.00,54.79,99.47,0.85,0.35,4.00,75.00,56.91,96.28,1.12,0.34,4.00,83.07,69.84,98.94,0.93,0.32,4.00,80.42,61.38,95.24,1.06,0.30,4.00,84.92,64.32,99.50,1.12,0.29,5.00,86.89,67.48,99.51,0.95,0.29,5.00,78.64,61.17,99.03,0.84,0.28,5.00,73.43,56.52,95.65,0.94,0.26,6.00,79.23,61.84,98.55,0.92,0.26,6.00,79.33,60.58,99.04,0.83,0.25,7.00,75.83,60.66,92.42,0.59,0.24,7.00,65.88,51.66,82.94,0.43,0.24,7.00,61.61,48.82,71.09,0.46,0.23,7.00,61.61,48.82,72.99,0.46,0.23,7.00,62.56,48.82,72.04,0.73,0.20,7.00,70.00,59.05,87.62,0.78,0.20,7.00,70.95,60.48,88.57,0.75,0.21,7.00,71.90,60.48,89.05,0.75,0.22,6.00,71.43,60.95,88.57,0.64,0.22,6.00,66.51,56.60,84.91,0.59,0.23,6.00,66.51,54.72,81.13,0.42,0.24,5.00,59.91,48.11,72.64,0.43,0.24,5.00,59.43,48.11,73.58,0.53,0.24,5.00,62.74,51.42,80.66
Pakistan,PAK,-1.13,0.37,4.00,14.36,5.85,28.19,-1.12,0.35,4.00,14.36,7.45,27.66,-1.10,0.34,4.00,15.87,6.88,29.10,-1.64,0.32,4.00,6.35,1.06,17.46,-1.55,0.29,5.00,7.54,3.02,19.10,-1.58,0.29,6.00,5.83,3.40,15.53,-1.75,0.28,6.00,5.34,0.97,11.17,-2.02,0.25,7.00,2.90,0.48,8.21,-2.43,0.24,7.00,0.97,0.00,3.38,-2.57,0.25,7.00,0.96,0.00,1.92,-2.64,0.25,7.00,1.42,0.00,1.90,-2.68,0.24,7.00,0.47,0.00,1.90,-2.81,0.24,8.00,0.47,0.00,1.90,-2.68,0.22,8.00,0.95,0.00,1.90,-2.60,0.23,8.00,0.95,0.00,1.90,-2.40,0.20,8.00,3.33,0.00,5.24,-2.47,0.20,8.00,1.43,0.00,4.29,-2.47,0.21,8.00,1.43,0.00,4.29,-2.40,0.21,8.00,1.90,0.48,3.81,-2.25,0.21,8.00,2.83,0.94,5.19,-2.25,0.23,7.00,3.30,0.94,5.19,-1.79,0.23,6.00,5.19,3.30,10.38,-1.71,0.23,6.00,6.60,4.25,10.38,-1.90,0.23,6.00,6.60,2.36,8.49
Panama,PAN,0.12,0.37,4.00,51.60,28.72,71.28,0.37,0.35,4.00,60.64,36.17,78.72,0.25,0.34,4.00,57.14,34.39,75.13,0.35,0.30,5.00,57.67,41.80,75.66,0.07,0.29,5.00,46.23,32.16,63.82,0.08,0.29,6.00,48.54,31.55,63.11,-0.16,0.28,6.00,41.26,27.18,55.34,-0.07,0.27,6.00,43.00,29.47,56.52,-0.06,0.26,6.00,41.55,28.02,56.52,-0.10,0.26,6.00,40.38,27.88,55.29,0.06,0.25,7.00,47.39,32.70,61.61,-0.12,0.24,7.00,41.71,27.01,54.03,-0.03,0.24,7.00,45.97,32.23,59.24,-0.18,0.22,8.00,39.81,27.49,52.13,-0.14,0.23,8.00,41.23,28.44,55.45,0.21,0.20,8.00,54.29,40.95,62.86,0.38,0.20,8.00,59.05,49.05,68.10,0.40,0.21,8.00,59.52,48.57,71.43,0.38,0.21,8.00,60.00,47.62,70.48,0.25,0.21,8.00,55.66,41.98,65.09,0.29,0.23,7.00,57.55,43.87,68.87,0.24,0.23,6.00,54.72,41.98,66.98,0.31,0.23,6.00,56.13,45.28,67.92,0.30,0.23,6.00,54.72,42.92,69.81
Palau,PLW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.17,0.56,1.00,91.96,52.76,100.00,1.13,0.59,1.00,89.32,51.94,100.00,1.07,0.62,1.00,84.95,47.57,100.00,1.04,0.64,1.00,84.54,45.41,100.00,1.09,0.65,1.00,89.37,43.00,100.00,1.01,0.66,1.00,83.65,41.35,100.00,1.39,0.56,2.00,96.68,61.61,100.00,1.45,0.48,2.00,98.58,67.30,100.00,1.06,0.61,1.00,84.36,48.82,100.00,1.03,0.64,1.00,85.31,43.13,100.00,1.05,0.60,1.00,85.78,48.82,100.00,0.99,0.51,1.00,82.86,51.90,99.52,0.82,0.28,2.00,72.86,58.57,94.29,0.85,0.29,2.00,74.76,58.57,94.76,1.21,0.31,2.00,92.86,70.48,99.52,1.19,0.29,2.00,91.51,69.34,99.53,1.17,0.33,2.00,91.98,66.98,99.53,1.17,0.34,2.00,91.04,66.04,99.53,1.17,0.35,2.00,91.98,65.09,99.53,1.10,0.28,3.00,88.68,68.87,97.64
Peru,PER,-1.06,0.37,4.00,15.43,6.38,31.91,-0.52,0.35,4.00,29.79,15.96,46.81,-0.99,0.34,4.00,17.99,8.99,31.75,-0.97,0.30,5.00,20.11,10.58,29.63,-1.16,0.29,5.00,15.58,5.53,26.13,-1.03,0.29,6.00,17.96,7.77,26.70,-0.98,0.28,6.00,18.93,9.22,29.13,-0.84,0.25,7.00,21.74,13.04,31.40,-0.77,0.24,7.00,20.77,13.04,31.40,-0.89,0.24,8.00,17.31,11.54,28.85,-1.18,0.24,8.00,13.74,7.58,20.38,-1.00,0.24,8.00,16.59,9.95,25.59,-0.76,0.24,9.00,21.80,13.74,34.12,-0.91,0.22,9.00,19.43,11.37,27.49,-0.81,0.23,9.00,20.38,13.27,31.75,-0.55,0.19,9.00,27.14,17.14,36.67,-0.40,0.20,9.00,32.38,21.90,43.33,-0.21,0.20,9.00,38.10,25.24,49.05,-0.26,0.21,9.00,36.19,25.24,49.52,-0.28,0.21,9.00,37.26,24.53,50.00,-0.16,0.22,8.00,41.98,25.94,54.72,-0.36,0.23,7.00,34.43,20.28,47.64,-0.36,0.23,7.00,33.49,20.28,47.64,-0.45,0.23,7.00,27.83,16.98,42.92
Philippines,PHL,-0.48,0.37,4.00,29.26,14.89,52.13,-0.26,0.35,4.00,35.11,18.62,57.45,-1.39,0.31,5.00,11.11,4.23,19.58,-0.86,0.29,6.00,20.63,12.70,31.22,-1.56,0.28,6.00,7.04,3.52,18.09,-1.71,0.28,7.00,5.34,2.43,13.11,-1.18,0.27,7.00,14.08,6.31,25.24,-1.64,0.25,8.00,8.21,1.93,13.53,-1.60,0.24,8.00,8.21,3.86,12.56,-1.78,0.24,8.00,8.17,1.92,10.10,-1.73,0.24,8.00,5.69,2.37,10.90,-1.65,0.24,8.00,5.21,3.32,11.85,-1.39,0.24,9.00,9.48,5.21,16.59,-1.19,0.22,9.00,13.74,7.11,20.38,-1.08,0.23,9.00,16.11,7.58,23.22,-0.71,0.19,9.00,21.90,13.33,30.00,-0.85,0.20,9.00,19.52,10.00,26.19,-1.38,0.20,9.00,9.52,7.14,13.33,-1.19,0.21,9.00,11.43,8.57,17.14,-1.10,0.21,9.00,12.74,8.02,19.34,-0.93,0.22,8.00,16.04,11.79,25.47,-0.78,0.23,7.00,19.81,12.26,33.02,-0.98,0.23,7.00,16.04,10.38,24.06,-0.71,0.23,7.00,20.28,13.21,33.49
Papua New Guinea,PNG,-0.78,0.37,4.00,21.81,9.04,41.49,-0.11,0.35,4.00,41.49,23.94,63.30,-0.21,0.34,4.00,38.62,21.69,61.38,-0.55,0.32,4.00,28.04,17.46,46.03,-0.56,0.30,4.00,29.15,19.10,40.70,-0.55,0.29,5.00,27.67,17.48,43.20,-0.92,0.29,5.00,19.90,10.68,33.01,-0.87,0.28,5.00,20.29,12.08,31.40,-0.75,0.27,5.00,22.71,13.04,34.30,-0.61,0.27,5.00,25.48,15.87,38.46,-0.79,0.27,5.00,20.38,12.80,32.70,-0.81,0.27,5.00,21.80,12.32,33.18,-0.75,0.26,5.00,22.27,13.27,36.02,-0.59,0.24,5.00,26.07,17.54,39.34,-0.52,0.25,5.00,27.96,18.01,41.71,-0.34,0.21,5.00,31.90,23.33,45.71,-0.42,0.21,5.00,31.43,21.43,43.33,-0.50,0.22,5.00,26.19,16.67,40.48,-0.69,0.23,5.00,21.90,13.33,32.86,-0.66,0.22,6.00,23.58,13.21,36.32,-0.71,0.22,6.00,21.70,12.74,33.02,-0.65,0.22,6.00,23.11,14.15,35.85,-0.58,0.22,6.00,25.00,17.45,39.15,-0.61,0.23,6.00,23.58,14.15,38.68
Poland,POL,0.83,0.37,4.00,73.94,53.72,97.87,0.84,0.35,4.00,74.47,55.32,96.28,0.31,0.31,5.00,59.26,38.62,76.19,0.74,0.29,6.00,71.43,52.91,89.42,0.58,0.28,6.00,65.33,47.24,83.42,0.15,0.28,7.00,50.97,35.44,65.05,0.36,0.27,7.00,56.80,42.23,70.39,0.35,0.25,8.00,55.07,43.00,69.08,0.68,0.24,8.00,70.05,53.62,85.51,0.91,0.24,8.00,77.88,62.02,95.67,0.94,0.24,8.00,81.52,63.98,94.79,1.02,0.24,8.00,84.36,66.82,95.73,1.07,0.24,9.00,85.78,68.72,98.10,1.05,0.22,9.00,86.26,69.19,98.10,0.97,0.23,9.00,81.52,65.40,95.26,0.84,0.19,9.00,76.19,62.86,90.95,0.86,0.20,9.00,74.76,61.90,91.43,0.50,0.20,9.00,63.33,52.38,72.86,0.51,0.21,9.00,64.29,53.33,74.76,0.48,0.21,9.00,62.74,52.83,72.17,0.55,0.22,8.00,65.57,54.72,78.30,0.49,0.23,7.00,62.26,51.42,74.53,0.49,0.23,7.00,61.32,50.94,76.89,0.50,0.23,7.00,61.79,51.42,77.83
Puerto Rico,PRI,0.26,0.61,1.00,56.91,22.87,90.43,0.27,0.58,1.00,56.91,23.94,90.96,0.26,0.60,1.00,57.67,24.87,90.48,0.30,0.52,1.00,56.08,28.04,86.77,0.31,0.41,1.00,56.28,34.67,80.90,0.56,0.37,2.00,63.59,43.69,90.78,0.45,0.37,2.00,60.19,40.78,82.52,0.38,0.36,2.00,56.52,40.10,79.71,0.41,0.32,3.00,59.42,39.61,78.74,0.26,0.32,3.00,53.85,35.58,72.60,0.15,0.31,3.00,50.71,31.75,69.67,0.36,0.29,4.00,57.35,40.76,74.88,0.60,0.29,4.00,64.93,50.24,85.31,0.58,0.26,4.00,64.45,51.66,83.41,0.25,0.27,4.00,56.40,38.86,67.77,0.82,0.21,5.00,75.71,60.95,92.38,0.85,0.22,5.00,73.81,60.95,91.90,0.68,0.23,4.00,69.52,57.14,88.57,0.48,0.23,5.00,63.33,50.95,76.19,0.27,0.25,3.00,56.13,41.51,67.92,0.14,0.25,4.00,53.30,37.26,65.57,0.44,0.25,4.00,60.38,48.11,74.06,0.49,0.25,4.00,60.38,50.47,78.77,0.54,0.25,4.00,63.68,51.42,83.02
"Korea, Dem. Rep.",PRK,-0.51,0.42,3.00,28.72,11.70,53.19,-0.42,0.38,3.00,31.38,15.96,53.72,-0.02,0.40,3.00,43.39,25.93,69.84,0.19,0.39,3.00,50.79,30.16,74.60,0.22,0.33,3.00,51.26,35.18,71.86,0.23,0.32,4.00,53.40,35.44,72.33,0.02,0.32,4.00,47.57,30.58,64.08,-0.02,0.30,4.00,44.93,29.47,60.39,0.54,0.32,3.00,63.29,43.00,85.51,0.52,0.33,3.00,63.46,43.75,85.58,-0.03,0.28,4.00,43.13,28.91,61.14,-0.30,0.29,4.00,35.07,22.27,51.66,-0.25,0.29,4.00,38.86,23.22,54.50,-0.01,0.26,4.00,43.60,33.65,59.72,-0.44,0.25,5.00,30.81,19.43,45.02,-1.13,0.21,5.00,10.48,8.10,19.52,-1.15,0.21,5.00,10.95,7.62,21.43,-0.68,0.22,5.00,21.90,13.33,32.86,-0.50,0.23,5.00,28.57,17.14,40.00,-0.34,0.23,5.00,35.38,20.75,48.11,-0.29,0.24,5.00,35.38,22.64,51.42,-0.38,0.24,5.00,33.49,20.28,47.64,-0.48,0.24,5.00,28.77,17.92,45.28,-0.41,0.24,5.00,30.19,17.45,45.75
Portugal,PRT,1.29,0.37,4.00,90.96,68.09,100.00,1.37,0.35,4.00,94.68,73.94,100.00,1.39,0.31,5.00,94.71,76.72,100.00,1.44,0.29,6.00,95.24,82.54,100.00,1.29,0.28,6.00,95.98,71.86,100.00,0.97,0.28,7.00,79.61,63.11,98.06,1.02,0.27,7.00,80.58,64.56,99.51,0.95,0.25,8.00,79.23,63.29,98.55,0.82,0.24,8.00,76.81,59.42,92.75,0.99,0.24,8.00,81.25,66.83,99.04,0.79,0.24,8.00,72.99,57.82,90.52,0.72,0.24,8.00,71.09,54.50,88.15,0.74,0.24,8.00,69.67,58.29,89.57,0.78,0.22,9.00,70.62,59.72,89.10,0.75,0.23,9.00,68.72,60.19,88.63,0.81,0.19,9.00,74.29,61.90,89.52,0.90,0.20,9.00,78.10,64.29,93.33,0.96,0.20,9.00,79.52,65.71,94.29,1.11,0.21,9.00,88.57,71.43,97.62,1.12,0.21,9.00,89.15,70.75,98.11,1.05,0.22,8.00,87.26,69.81,97.17,1.01,0.23,7.00,83.49,67.45,96.70,0.94,0.23,7.00,81.13,63.68,94.81,0.86,0.23,7.00,75.94,60.85,94.34
