Malawi,MWI,-0.32,0.26,4.00,47.31,26.34,60.75,-0.26,0.23,4.00,49.20,34.22,58.82,-0.23,0.25,4.00,48.94,32.98,61.17,-1.02,0.20,5.00,14.81,2.65,31.75,-0.76,0.19,7.00,26.46,10.05,40.74,-0.80,0.17,9.00,25.12,13.30,34.48,-0.72,0.17,11.00,27.32,17.07,40.98,-0.55,0.16,12.00,36.10,21.95,46.34,-0.52,0.18,12.00,35.92,21.84,51.46,-0.45,0.17,13.00,38.35,27.18,52.91,-0.41,0.17,13.00,41.15,27.75,54.07,-0.49,0.16,14.00,38.57,24.29,52.38,-0.43,0.16,14.00,41.23,26.07,54.03,-0.48,0.14,15.00,38.86,27.49,49.76,-0.62,0.14,15.00,32.70,21.33,43.13,-0.76,0.14,13.00,25.00,15.38,35.58,-0.79,0.14,14.00,23.81,14.29,33.81,-0.78,0.14,14.00,23.81,13.33,32.86,-0.69,0.13,14.00,28.10,17.62,40.48,-0.77,0.13,14.00,24.76,15.71,32.86,-0.79,0.14,14.00,25.24,16.19,32.38,-0.39,0.14,14.00,40.00,28.57,47.14,-0.32,0.15,13.00,44.76,31.90,50.48,-0.61,0.15,13.00,30.19,21.23,40.57
Malaysia,MYS,0.38,0.19,7.00,66.13,59.14,74.73,0.36,0.17,7.00,65.78,57.22,72.73,0.29,0.17,7.00,63.83,57.45,70.21,0.25,0.16,7.00,64.02,56.08,71.96,0.32,0.15,9.00,67.20,59.26,73.54,0.32,0.14,11.00,64.53,57.14,71.92,0.17,0.14,11.00,59.51,54.63,67.32,0.21,0.14,13.00,62.44,56.59,70.73,0.17,0.15,13.00,60.68,54.85,69.90,-0.09,0.14,13.00,54.85,45.15,61.65,-0.09,0.14,13.00,55.50,48.33,61.24,0.06,0.14,14.00,60.95,52.86,63.81,0.02,0.14,15.00,57.82,52.61,63.98,0.21,0.13,15.00,63.51,58.77,69.19,0.33,0.13,14.00,67.30,61.61,70.14,0.40,0.13,12.00,66.35,61.06,70.67,0.18,0.13,13.00,60.48,55.24,64.76,0.03,0.13,13.00,57.62,50.00,61.43,-0.01,0.12,13.00,55.71,48.10,60.48,0.30,0.13,11.00,62.86,58.10,68.57,0.23,0.14,11.00,60.95,55.71,66.19,0.23,0.14,10.00,60.48,55.71,65.24,0.15,0.15,11.00,59.05,50.00,63.81,0.25,0.15,11.00,62.26,54.72,67.92
Namibia,NAM,0.81,0.26,4.00,76.88,65.05,84.41,0.74,0.23,4.00,75.94,65.78,82.89,0.77,0.25,4.00,76.60,66.49,84.57,0.11,0.19,6.00,59.26,50.26,69.84,0.19,0.19,7.00,60.85,53.97,71.43,0.12,0.18,8.00,58.62,50.25,69.46,0.15,0.18,8.00,59.02,52.20,67.80,0.20,0.19,8.00,61.46,53.66,71.22,0.31,0.19,9.00,66.50,56.80,73.30,0.64,0.19,8.00,73.79,65.53,79.61,0.27,0.17,10.00,66.03,58.85,71.77,0.32,0.16,10.00,66.67,60.48,71.90,0.28,0.16,10.00,64.93,57.35,71.09,0.32,0.16,9.00,66.82,59.24,72.51,0.30,0.16,10.00,66.35,58.77,70.14,0.26,0.16,10.00,62.50,56.25,69.23,0.27,0.15,12.00,63.33,55.71,67.14,0.28,0.16,12.00,62.38,57.14,66.67,0.26,0.14,11.00,62.86,56.19,66.19,0.31,0.14,11.00,63.33,58.10,69.52,0.33,0.16,11.00,62.86,58.10,70.48,0.28,0.16,10.00,61.90,56.67,68.57,0.24,0.17,10.00,61.43,53.33,67.14,0.22,0.17,10.00,60.85,52.36,67.92
Niger,NER,-0.87,0.32,3.00,20.97,2.69,45.70,-1.07,0.31,3.00,14.97,0.00,35.29,-0.95,0.33,3.00,19.15,0.00,42.55,-1.02,0.31,3.00,15.34,0.00,38.10,-0.92,0.25,4.00,17.99,5.29,38.62,-0.89,0.22,6.00,21.18,8.87,34.48,-0.72,0.21,7.00,26.34,14.15,42.93,-0.85,0.18,9.00,20.98,10.24,35.12,-0.76,0.18,9.00,25.73,13.59,37.86,-0.73,0.18,9.00,27.18,15.53,40.29,-0.61,0.17,10.00,31.10,20.10,47.37,-0.66,0.17,10.00,30.00,18.10,42.86,-0.65,0.16,11.00,27.96,18.96,42.65,-0.65,0.15,11.00,31.28,18.96,44.08,-0.62,0.16,12.00,33.18,21.33,44.55,-0.70,0.15,12.00,27.88,15.87,40.87,-0.67,0.15,13.00,28.57,18.10,41.90,-0.67,0.15,13.00,30.48,16.19,41.43,-0.69,0.14,13.00,27.14,16.67,40.95,-0.59,0.14,13.00,31.90,22.86,41.90,-0.57,0.15,13.00,31.43,23.81,42.86,-0.67,0.15,12.00,28.10,19.52,38.10,-0.58,0.15,12.00,31.43,21.90,43.81,-0.59,0.15,12.00,31.13,21.70,43.40
Nigeria,NGA,-1.19,0.26,4.00,8.60,0.00,25.81,-1.16,0.23,4.00,10.16,0.00,28.34,-1.32,0.22,5.00,3.19,0.00,18.62,-1.50,0.19,6.00,0.53,0.00,6.35,-1.42,0.19,8.00,4.23,0.00,8.99,-1.38,0.16,11.00,4.93,0.00,11.82,-1.18,0.16,12.00,11.71,1.46,18.05,-1.13,0.15,15.00,10.73,4.39,20.00,-1.07,0.15,15.00,13.11,4.85,21.84,-0.90,0.15,15.00,18.93,10.68,31.07,-1.04,0.15,15.00,16.75,4.31,22.49,-1.05,0.15,15.00,15.24,4.29,21.43,-1.19,0.14,16.00,10.43,2.37,18.48,-1.18,0.14,16.00,10.90,1.42,18.01,-1.23,0.13,16.00,9.48,0.95,15.64,-1.28,0.13,15.00,7.69,2.88,13.46,-1.10,0.13,15.00,12.86,7.14,20.00,-1.05,0.13,15.00,13.33,10.00,22.38,-1.10,0.12,15.00,12.38,9.05,18.10,-1.08,0.13,14.00,12.38,9.05,18.10,-1.12,0.14,14.00,12.38,9.05,19.52,-1.12,0.14,13.00,13.81,7.14,20.00,-1.10,0.15,12.00,14.29,6.67,20.95,-1.10,0.15,12.00,14.62,7.08,21.23
Nicaragua,NIC,-0.56,0.24,5.00,33.87,17.74,51.08,-0.96,0.23,4.00,20.86,2.14,34.76,-0.94,0.22,5.00,20.74,3.72,36.17,-0.48,0.20,6.00,39.15,26.46,51.32,-0.54,0.19,8.00,37.04,22.22,48.68,-0.45,0.18,10.00,38.42,26.60,51.23,-0.62,0.17,12.00,32.68,19.02,46.34,-0.67,0.17,14.00,29.27,18.05,40.49,-0.77,0.18,14.00,25.24,13.59,36.89,-0.77,0.18,13.00,24.76,14.56,37.86,-0.73,0.16,14.00,25.36,17.70,38.76,-0.76,0.16,14.00,23.81,16.19,38.10,-0.74,0.16,14.00,24.17,17.06,38.86,-0.78,0.14,15.00,24.17,15.64,34.60,-0.74,0.14,14.00,26.07,16.59,36.97,-0.89,0.14,13.00,19.23,12.50,29.81,-0.91,0.14,13.00,18.57,11.90,28.10,-0.90,0.14,13.00,18.10,11.90,30.48,-0.90,0.13,14.00,18.10,11.90,26.67,-1.02,0.13,14.00,14.29,10.48,22.86,-1.03,0.14,13.00,15.71,10.00,24.29,-1.18,0.15,11.00,11.43,6.67,18.57,-1.25,0.16,11.00,9.52,4.29,17.62,-1.29,0.16,10.00,7.55,2.83,16.98
Niue,NIU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.58,0.60,1.00,33.49,0.48,69.38,-0.46,0.59,1.00,39.52,1.43,71.43,-0.45,0.60,1.00,40.76,1.90,71.09,-0.44,0.62,1.00,40.76,0.95,72.04,-0.43,0.68,1.00,41.23,0.00,73.46,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.18,1.06,1.00,49.53,0.00,91.04
Netherlands,NLD,2.08,0.21,6.00,96.77,93.01,100.00,2.09,0.19,6.00,97.33,91.98,100.00,2.14,0.20,6.00,96.81,93.09,100.00,2.07,0.18,6.00,96.30,92.06,99.47,2.00,0.18,6.00,95.77,91.53,98.94,1.98,0.17,7.00,95.57,91.63,98.03,1.96,0.17,7.00,96.10,92.68,98.54,2.04,0.18,8.00,96.10,92.20,99.02,2.16,0.19,8.00,97.09,93.20,100.00,2.10,0.18,8.00,96.60,93.20,100.00,2.12,0.17,9.00,97.61,93.78,99.52,2.09,0.15,10.00,97.62,93.33,99.52,2.08,0.15,11.00,96.68,93.84,99.53,2.09,0.14,11.00,96.21,94.31,99.53,2.02,0.14,11.00,96.21,93.84,98.58,1.96,0.13,10.00,95.67,92.79,98.56,1.83,0.13,10.00,94.29,91.90,96.19,1.86,0.14,11.00,94.76,91.90,97.62,1.75,0.12,11.00,92.38,91.43,96.67,1.89,0.13,11.00,95.24,91.90,98.10,1.87,0.14,11.00,95.71,91.43,98.10,2.00,0.15,10.00,96.19,94.76,100.00,2.00,0.16,10.00,97.14,94.76,99.52,1.92,0.16,10.00,96.70,92.92,99.06
Norway,NOR,2.14,0.21,6.00,98.39,93.01,100.00,2.16,0.19,6.00,98.40,93.05,100.00,2.12,0.20,6.00,96.28,92.55,100.00,2.11,0.18,6.00,96.83,92.06,100.00,2.01,0.18,6.00,96.30,92.06,98.94,1.91,0.17,7.00,95.07,91.63,98.03,2.00,0.17,7.00,96.59,92.68,99.02,2.12,0.16,9.00,97.07,93.66,99.02,1.98,0.17,9.00,94.66,91.75,98.54,1.89,0.16,9.00,94.66,91.75,97.09,1.98,0.17,9.00,95.22,92.82,99.04,2.08,0.17,9.00,97.14,93.33,100.00,2.14,0.16,10.00,97.63,94.31,100.00,2.25,0.15,10.00,98.58,95.73,100.00,2.29,0.15,10.00,99.05,96.21,100.00,2.22,0.14,10.00,99.04,95.67,100.00,2.20,0.14,10.00,99.05,95.71,100.00,2.15,0.15,9.00,98.57,95.24,100.00,2.19,0.14,9.00,99.52,96.67,100.00,2.05,0.14,9.00,97.62,94.76,100.00,2.03,0.16,8.00,97.14,93.33,100.00,2.07,0.17,7.00,97.62,94.76,100.00,2.11,0.18,7.00,98.10,95.71,100.00,2.07,0.18,7.00,98.11,95.28,99.53
Nepal,NPL,-0.64,0.34,2.00,31.72,7.53,53.76,-0.60,0.32,2.00,34.76,11.23,53.48,-0.57,0.35,2.00,36.70,10.11,57.45,-0.46,0.35,2.00,40.21,11.64,59.26,-0.59,0.27,4.00,34.92,11.11,53.44,-0.95,0.21,6.00,18.23,7.39,30.54,-0.74,0.19,8.00,23.90,15.12,40.98,-0.69,0.20,10.00,28.78,16.59,41.46,-0.79,0.20,10.00,23.30,11.17,37.86,-0.82,0.20,10.00,21.84,10.68,37.38,-0.70,0.17,12.00,26.32,18.18,40.67,-0.70,0.17,13.00,27.14,17.14,40.95,-0.79,0.16,13.00,23.22,15.64,36.49,-0.81,0.16,13.00,22.75,13.27,34.60,-0.69,0.15,13.00,28.91,18.48,39.81,-0.59,0.15,12.00,33.17,22.60,46.15,-0.60,0.15,12.00,32.38,20.95,44.76,-0.83,0.16,11.00,22.38,12.86,32.86,-0.78,0.15,11.00,23.81,14.29,38.10,-0.69,0.15,11.00,27.14,16.67,39.52,-0.69,0.15,11.00,27.14,17.14,37.62,-0.60,0.15,11.00,29.05,21.90,41.90,-0.56,0.16,11.00,32.38,22.38,46.19,-0.53,0.17,11.00,33.96,22.17,47.17
Nauru,NRU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.36,0.75,1.00,44.66,0.97,77.18,-0.33,0.85,1.00,45.15,0.00,81.07,-0.40,0.83,1.00,42.11,0.00,79.43,0.01,0.85,1.00,57.14,2.38,89.05,-0.05,0.90,1.00,55.92,0.95,89.10,-0.02,0.94,1.00,58.77,0.00,90.52,-0.65,0.73,1.00,30.81,0.00,70.14,-0.48,0.89,1.00,37.98,0.00,79.81,0.52,0.42,2.00,67.14,51.90,87.14,0.58,0.42,2.00,70.00,53.33,89.05,0.56,0.40,2.00,68.57,53.33,86.67,0.51,0.40,2.00,68.10,50.95,83.33,0.53,0.40,2.00,68.57,50.95,87.62,0.60,0.38,2.00,70.48,54.76,85.24,0.60,0.43,2.00,71.43,50.00,89.05,0.60,0.46,2.00,71.70,50.00,89.15
New Zealand,NZL,2.11,0.21,6.00,97.85,93.01,100.00,2.15,0.19,6.00,97.86,93.05,100.00,2.18,0.20,6.00,97.87,93.09,100.00,2.26,0.18,6.00,98.41,93.65,100.00,2.28,0.18,6.00,98.94,95.24,100.00,2.35,0.18,6.00,99.01,97.04,100.00,2.19,0.17,6.00,98.54,94.63,100.00,2.32,0.16,8.00,99.02,96.10,100.00,2.32,0.17,8.00,99.03,96.12,100.00,2.30,0.17,8.00,98.54,95.63,100.00,2.38,0.17,8.00,99.52,97.13,100.00,2.33,0.17,9.00,99.52,95.71,100.00,2.29,0.16,10.00,99.53,95.26,100.00,2.31,0.15,10.00,99.53,95.73,100.00,2.33,0.15,10.00,99.53,96.68,100.00,2.25,0.14,10.00,99.52,95.67,100.00,2.23,0.14,10.00,100.00,95.71,100.00,2.24,0.15,9.00,100.00,96.67,100.00,2.20,0.14,9.00,100.00,96.67,100.00,2.14,0.14,9.00,99.05,95.24,100.00,2.13,0.16,9.00,100.00,95.71,100.00,2.12,0.16,8.00,98.57,95.24,100.00,2.17,0.17,8.00,99.05,96.19,100.00,2.16,0.17,8.00,99.06,95.75,100.00
Oman,OMN,0.41,0.26,4.00,67.74,56.99,77.42,0.72,0.23,4.00,74.87,64.71,82.89,0.77,0.25,4.00,76.06,65.43,84.57,0.90,0.20,5.00,80.95,73.02,85.19,0.56,0.24,4.00,73.54,60.32,80.95,0.66,0.23,4.00,73.40,62.56,83.25,0.39,0.20,5.00,67.32,57.56,72.68,0.35,0.22,5.00,67.32,56.59,73.66,0.35,0.20,6.00,68.93,57.28,73.79,0.51,0.20,6.00,72.33,62.62,77.18,0.33,0.18,7.00,67.46,58.85,72.73,0.32,0.18,7.00,67.14,59.05,72.38,0.13,0.17,7.00,62.09,54.03,68.72,0.18,0.17,7.00,62.56,55.45,69.67,0.15,0.17,7.00,62.09,54.50,68.25,0.30,0.16,7.00,63.94,57.69,70.19,0.24,0.16,7.00,61.90,55.24,66.19,0.31,0.17,7.00,63.81,57.62,68.10,0.21,0.15,6.00,61.43,55.24,65.71,0.22,0.17,6.00,60.48,54.29,66.67,0.42,0.18,7.00,65.71,59.05,75.71,0.20,0.18,6.00,60.00,51.90,66.67,0.06,0.21,5.00,58.10,46.19,63.81,0.05,0.21,5.00,57.55,45.75,64.62
Pakistan,PAK,-1.22,0.26,4.00,7.53,0.00,25.27,-1.08,0.23,4.00,13.37,0.00,30.48,-0.89,0.25,4.00,22.87,3.19,39.89,-0.96,0.21,4.00,20.11,2.65,34.39,-0.80,0.19,7.00,24.34,8.99,39.15,-1.18,0.18,9.00,10.84,1.97,20.69,-1.06,0.17,11.00,14.63,5.85,22.93,-0.82,0.15,14.00,22.44,14.63,34.63,-0.82,0.16,14.00,21.84,12.62,34.47,-0.90,0.16,14.00,19.42,10.68,32.04,-1.08,0.16,14.00,13.88,3.35,21.53,-1.09,0.16,14.00,13.81,3.33,20.95,-1.08,0.15,15.00,15.17,3.79,21.33,-1.07,0.14,15.00,14.22,4.74,21.33,-0.96,0.14,14.00,17.06,9.95,26.07,-0.84,0.14,13.00,23.08,13.46,30.77,-0.83,0.14,13.00,22.38,13.33,31.43,-0.90,0.14,13.00,17.62,11.90,30.00,-0.80,0.13,13.00,21.90,14.76,31.90,-0.80,0.13,13.00,24.29,14.76,31.90,-0.88,0.14,13.00,20.95,12.38,28.57,-0.86,0.14,11.00,21.90,14.29,28.57,-0.81,0.16,11.00,23.33,14.76,32.38,-0.80,0.15,11.00,22.64,15.57,33.02
Panama,PAN,-0.20,0.26,4.00,50.54,31.72,62.90,-0.14,0.23,4.00,51.87,36.90,60.96,-0.32,0.22,5.00,45.74,32.45,57.98,-0.34,0.20,6.00,44.97,33.86,56.08,-0.40,0.19,7.00,43.39,29.63,56.61,-0.30,0.18,9.00,45.81,31.03,55.67,-0.39,0.18,10.00,42.93,29.76,54.15,-0.36,0.18,11.00,41.95,30.24,55.12,-0.34,0.19,11.00,46.12,30.10,56.31,-0.10,0.18,11.00,54.37,41.26,62.62,-0.33,0.17,12.00,47.37,32.06,57.42,-0.36,0.17,12.00,43.81,30.48,54.76,-0.35,0.17,12.00,44.08,30.33,55.45,-0.40,0.15,12.00,44.08,31.28,54.03,-0.38,0.15,12.00,43.60,32.23,54.03,-0.37,0.14,11.00,43.75,31.25,53.37,-0.43,0.15,11.00,41.90,28.57,51.43,-0.57,0.15,12.00,32.86,22.38,44.76,-0.61,0.13,12.00,31.43,20.95,42.38,-0.61,0.14,12.00,30.48,21.90,41.43,-0.64,0.15,12.00,30.48,20.00,40.00,-0.58,0.16,11.00,30.00,22.38,43.81,-0.59,0.17,11.00,30.48,20.95,44.76,-0.63,0.17,10.00,28.77,20.28,40.57
Palau,PLW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.33,0.85,1.00,45.15,0.00,81.07,-0.40,0.83,1.00,42.11,0.00,79.43,-0.50,0.85,1.00,38.10,0.00,78.57,-0.54,0.90,1.00,36.49,0.00,78.67,-0.43,0.94,1.00,41.71,0.00,82.46,-0.65,0.73,1.00,30.81,0.00,70.14,-0.48,0.89,1.00,37.98,0.00,79.81,0.52,0.42,2.00,67.14,51.90,87.14,0.58,0.42,2.00,70.00,53.33,89.05,0.56,0.40,2.00,68.57,53.33,86.67,0.51,0.40,2.00,68.10,50.95,83.33,0.53,0.40,2.00,68.57,50.95,87.62,0.60,0.38,2.00,70.48,54.76,85.24,0.60,0.43,2.00,71.43,50.00,89.05,0.60,0.46,2.00,71.70,50.00,89.15
Peru,PER,-0.40,0.24,5.00,41.94,25.27,57.53,-0.43,0.20,5.00,41.18,28.88,52.94,-0.40,0.22,5.00,43.09,28.72,56.91,-0.31,0.20,6.00,46.03,34.39,57.14,-0.15,0.19,7.00,53.44,40.21,60.32,-0.43,0.18,10.00,38.92,27.59,52.22,-0.37,0.18,10.00,44.39,31.22,54.15,-0.22,0.16,13.00,48.78,37.56,57.56,-0.27,0.17,14.00,49.51,34.95,56.80,-0.21,0.15,15.00,52.43,37.86,58.25,-0.33,0.15,15.00,45.93,32.54,55.98,-0.25,0.16,15.00,50.48,37.62,56.67,-0.24,0.15,16.00,51.66,38.86,56.87,-0.40,0.14,16.00,43.13,31.28,53.55,-0.46,0.14,15.00,39.81,28.91,50.71,-0.60,0.13,14.00,31.73,23.56,42.79,-0.60,0.14,14.00,31.90,22.38,42.86,-0.43,0.14,14.00,40.95,31.43,49.52,-0.56,0.12,14.00,35.24,24.29,43.33,-0.60,0.13,14.00,31.43,23.81,41.43,-0.51,0.13,14.00,34.29,26.19,44.76,-0.52,0.14,13.00,32.86,24.76,45.24,-0.65,0.16,12.00,28.57,19.52,40.48,-0.81,0.16,11.00,22.17,15.57,33.02
Philippines,PHL,-0.36,0.19,7.00,45.70,30.65,54.30,-0.38,0.17,7.00,44.39,32.62,52.94,-0.53,0.17,7.00,37.77,27.13,46.81,-0.54,0.16,7.00,37.04,26.46,46.03,-0.64,0.15,8.00,33.86,20.11,43.92,-0.71,0.14,11.00,28.08,19.21,35.96,-0.66,0.14,11.00,30.73,19.02,40.98,-0.89,0.14,14.00,20.00,11.22,29.76,-0.78,0.14,14.00,23.79,16.50,35.44,-0.78,0.14,14.00,23.79,15.53,34.95,-0.79,0.14,14.00,23.44,17.70,33.49,-0.78,0.14,14.00,22.86,16.19,34.29,-0.69,0.14,15.00,26.54,18.96,39.81,-0.57,0.13,15.00,34.12,23.70,45.50,-0.38,0.13,14.00,44.08,34.12,54.03,-0.44,0.13,13.00,41.35,29.81,51.44,-0.48,0.13,13.00,38.10,28.10,48.57,-0.52,0.13,12.00,35.71,26.67,45.71,-0.51,0.12,12.00,38.57,26.19,45.24,-0.58,0.13,12.00,32.86,24.29,41.90,-0.61,0.14,12.00,30.95,23.33,40.48,-0.51,0.14,12.00,33.33,25.71,45.24,-0.53,0.15,12.00,33.81,24.29,46.19,-0.54,0.15,12.00,33.49,23.58,44.81
Papua New Guinea,PNG,-0.43,0.26,4.00,40.32,22.04,57.53,-0.70,0.23,4.00,31.02,14.97,47.06,-0.79,0.25,4.00,28.19,8.51,45.21,-0.95,0.21,4.00,21.16,3.17,34.39,-0.81,0.21,5.00,23.81,7.41,40.21,-1.00,0.20,6.00,15.76,6.40,29.56,-1.15,0.18,8.00,13.17,0.98,20.98,-1.14,0.20,8.00,10.24,0.98,21.95,-1.12,0.20,8.00,11.65,1.94,21.84,-1.18,0.19,8.00,9.71,1.94,19.90,-1.24,0.20,8.00,6.22,0.48,19.14,-1.04,0.18,9.00,15.71,3.33,24.29,-1.03,0.18,9.00,16.11,3.79,24.17,-0.94,0.17,9.00,18.48,10.43,29.86,-0.96,0.17,9.00,17.54,9.00,28.91,-0.91,0.17,9.00,17.79,9.62,29.81,-0.95,0.16,9.00,16.19,10.48,28.10,-0.94,0.17,8.00,15.71,10.48,30.48,-0.91,0.15,8.00,17.14,11.90,28.57,-0.87,0.15,8.00,20.00,11.90,29.52,-1.00,0.17,8.00,16.67,9.52,26.19,-0.60,0.17,8.00,29.52,20.95,43.81,-0.77,0.18,9.00,24.76,14.76,34.76,-0.70,0.18,9.00,25.47,18.87,39.15
Poland,POL,0.71,0.21,6.00,75.81,65.05,81.18,0.79,0.17,7.00,77.54,68.98,81.28,0.70,0.17,8.00,73.40,68.09,82.45,0.38,0.15,8.00,68.78,60.32,74.60,0.40,0.15,9.00,69.84,60.32,74.07,0.11,0.14,10.00,58.13,52.71,66.01,0.25,0.14,10.00,61.95,57.07,68.29,0.26,0.13,12.00,63.41,57.56,70.73,0.28,0.14,12.00,63.59,58.25,71.84,0.45,0.13,13.00,70.87,63.11,73.79,0.44,0.13,13.00,70.33,64.59,72.73,0.51,0.12,14.00,71.90,66.19,72.86,0.56,0.12,15.00,71.56,68.25,72.99,0.66,0.12,15.00,72.99,69.67,76.78,0.65,0.12,14.00,72.99,68.25,76.78,0.68,0.12,13.00,72.60,68.27,78.85,0.69,0.12,13.00,74.76,66.19,77.62,0.76,0.12,13.00,75.71,67.14,80.00,0.70,0.11,13.00,74.29,67.14,80.00,0.62,0.12,13.00,73.33,65.71,79.05,0.61,0.13,13.00,71.43,65.24,78.57,0.62,0.14,12.00,72.38,63.81,79.05,0.55,0.15,12.00,68.10,62.86,78.10,0.51,0.14,12.00,68.40,62.26,75.94
Puerto Rico,PRI,0.42,0.48,1.00,69.35,44.09,84.41,0.43,0.45,1.00,67.38,47.59,84.49,0.86,0.46,1.00,81.38,59.57,92.02,1.31,0.43,1.00,87.83,73.02,95.24,1.33,0.40,1.00,88.36,74.07,94.71,1.26,0.39,1.00,86.70,72.41,94.09,1.27,0.34,1.00,88.29,72.68,93.17,0.51,0.40,2.00,71.71,52.20,84.39,0.41,0.31,3.00,70.39,54.37,77.18,0.41,0.30,3.00,67.96,54.85,77.67,0.48,0.24,4.00,71.29,59.81,77.03,0.47,0.25,4.00,70.48,60.95,78.10,0.43,0.25,4.00,69.19,57.35,76.30,0.53,0.27,4.00,70.62,60.19,80.09,0.47,0.26,4.00,69.67,58.77,77.73,0.46,0.26,4.00,67.79,57.69,78.85,0.05,0.25,4.00,58.57,44.29,65.71,-0.01,0.30,3.00,56.67,36.19,66.19,0.10,0.25,3.00,59.05,44.76,66.67,0.00,0.28,2.00,56.67,38.57,66.19,-0.02,0.28,2.00,55.24,34.76,66.19,-0.02,0.26,2.00,55.24,37.14,63.81,0.37,0.31,2.00,63.81,49.52,80.00,0.12,0.31,3.00,58.49,39.62,71.70
"Korea, Dem. Rep.",PRK,-1.28,0.32,3.00,4.84,0.00,25.81,-1.25,0.31,3.00,5.35,0.00,29.41,-1.30,0.33,3.00,3.72,0.00,28.72,-1.03,0.31,3.00,13.76,0.00,37.57,-1.43,0.25,4.00,3.70,0.00,13.23,-1.39,0.20,6.00,4.43,0.00,14.29,-1.28,0.20,6.00,8.29,0.00,17.56,-1.44,0.21,6.00,2.44,0.00,13.17,-1.54,0.24,5.00,1.46,0.00,10.68,-1.52,0.24,5.00,1.94,0.00,11.65,-1.29,0.21,6.00,4.78,0.48,18.18,-1.28,0.20,6.00,5.24,0.95,17.14,-1.32,0.20,6.00,4.27,0.00,17.54,-1.29,0.18,6.00,6.16,0.00,17.06,-1.29,0.19,6.00,6.64,0.00,16.11,-1.30,0.19,5.00,7.21,0.00,15.38,-1.27,0.18,6.00,9.05,1.90,15.24,-1.46,0.18,6.00,5.71,0.00,11.43,-1.50,0.16,6.00,4.29,0.00,10.00,-1.59,0.17,6.00,1.90,0.00,9.05,-1.61,0.18,6.00,1.90,0.00,9.52,-1.70,0.17,6.00,1.43,0.00,6.67,-1.62,0.21,5.00,2.38,0.00,8.10,-1.61,0.21,5.00,2.36,0.00,8.02
Portugal,PRT,1.37,0.21,6.00,89.25,81.18,91.94,1.25,0.19,6.00,85.03,81.28,91.98,1.15,0.20,6.00,84.57,76.60,90.43,1.22,0.18,6.00,85.19,80.95,91.01,1.12,0.18,6.00,83.07,75.66,90.48,1.13,0.17,7.00,84.73,78.82,90.64,1.06,0.17,7.00,81.46,74.63,89.27,1.01,0.16,9.00,80.98,74.15,88.29,1.03,0.17,9.00,81.55,74.27,88.83,1.06,0.16,9.00,81.55,73.79,88.83,1.09,0.17,9.00,81.82,74.64,89.00,1.06,0.15,10.00,81.43,74.76,88.10,1.08,0.15,10.00,81.52,76.30,88.15,0.96,0.14,11.00,79.62,73.93,83.41,0.91,0.14,11.00,78.67,73.46,82.46,0.91,0.13,11.00,79.33,74.04,82.21,0.89,0.13,11.00,78.10,73.33,81.90,0.86,0.14,11.00,78.57,70.95,80.95,0.82,0.12,11.00,79.52,71.43,81.43,0.81,0.13,11.00,79.05,71.90,81.43,0.75,0.14,11.00,76.67,66.67,80.48,0.72,0.15,10.00,76.67,66.19,80.48,0.74,0.16,10.00,77.14,66.67,81.90,0.73,0.16,10.00,75.94,66.51,81.13
